Label	Probeset	NCBIGeneID	GeneSymbol	Chromosome	MapLocation
AP1M1	8907	8907	AP1M1	19	19p13.12
KLF2	10365	10365	KLF2	19	19p13.11
EPS15L1	58513	58513	EPS15L1	19	19p13.11
MED26	9441	9441	MED26	19	19p13.11
CHERP	10523	10523	CHERP	19	19p13.1
SLC35E1	79939	79939	SLC35E1	19	19p13.11
SMIM7	79086	79086	SMIM7	19	19p13.11
SIN3B	23309	23309	SIN3B	19	19p13.11
HAUS8	93323	93323	HAUS8	19	19p13.11
MYO9B	4650	4650	MYO9B	19	19p13.1
USE1	55850	55850	USE1	19	19p13.11
OCEL1	79629	79629	OCEL1	19	19p13.11
NR2F6	2063	2063	NR2F6	19	19p13.1
BABAM1	29086	29086	BABAM1	19	19p13.11
ABHD8	79575	79575	ABHD8	19	19p13.11
MRPL34	64981	64981	MRPL34	19	19p13.1
DDA1	79016	79016	DDA1	19	19p13.11
GTPBP3	84705	84705	GTPBP3	19	19p13.11
PLVAP	83483	83483	PLVAP	19	19p13.2
BST2	684	684	BST2	19	19p13.1
MVB12A	93343	93343	MVB12A	19	19p13.11
SLC27A1	376497	376497	SLC27A1	19	19p13.11
PGLS	25796	25796	PGLS	19	19p13.2
COLGALT1	79709	79709	COLGALT1	19	19p13.11
MAP1S	55201	55201	MAP1S	19	19p13.11
FCHO1	23149	23149	FCHO1	19	19p13.11
B3GNT3	10331	10331	B3GNT3	19	19p13.1
JAK3	3718	3718	JAK3	19	19p13.1
RPL18A	6142	6142	RPL18A	19	19p13
CCDC124	115098	115098	CCDC124	19	19p13.11
ARRDC2	27106	27106	ARRDC2	19	19p13.11
IL12RB1	3594	3594	IL12RB1	19	19p13.1
MAST3	23031	23031	MAST3	19	19p13.11
PIK3R2	5296	5296	PIK3R2	19	19q13.2-q13.4
MPV17L2	84769	84769	MPV17L2	19	19p13.11
JUND	3727	3727	JUND	19	19p13.2
LSM4	25804	25804	LSM4	19	19p13.11
PGPEP1	54858	54858	PGPEP1	19	19p13.11
GDF15	9518	9518	GDF15	19	19p13.11
LRRC25	126364	126364	LRRC25	19	19p13.11
SSBP4	170463	170463	SSBP4	19	19p13.1
ISYNA1	51477	51477	ISYNA1	19	19p13.11
ELL	8178	8178	ELL	19	19p13.1
FKBP8	23770	23770	FKBP8	19	19p12
KXD1	79036	79036	KXD1	19	19p13.11
UBA52	7311	7311	UBA52	19	19p13.1-p12
C19orf60	55049	55049	C19orf60	19	19p13.11
KLHL26	55295	55295	KLHL26	19	19p13.11
CRTC1	23373	23373	CRTC1	19	19p13.11
UPF1	5976	5976	UPF1	19	19p13.11
COPE	11316	11316	COPE	19	19p13.11
DDX49	54555	54555	DDX49	19	19p12
HOMER3	9454	9454	HOMER3	19	19p13.11
SUGP2	10147	10147	SUGP2	19	19p12
ARMC6	93436	93436	ARMC6	19	19p13.11
SLC25A42	284439	284439	SLC25A42	19	19p13.11
TMEM161A	54929	54929	TMEM161A	19	19p13.11
MEF2B	100271849	100271849	MEF2B	19	19p13.11
BORCS8	729991	729991	BORCS8	19	19p13.11
RFXANK	8625	8625	RFXANK	19	19p12
NR2C2AP	126382	126382	NR2C2AP	19	19p13.11
TM6SF2	53345	53345	TM6SF2	19	19p13.11
SUGP1	57794	57794	SUGP1	19	19p13.11
MAU2	23383	23383	MAU2	19	19p13.11
GATAD2A	54815	54815	GATAD2A	19	19p13.11
NDUFA13	51079	51079	NDUFA13	19	19p13.2
LPAR2	9170	9170	LPAR2	19	19p12
GMIP	51291	51291	GMIP	19	19p13.11
ATP13A1	57130	57130	ATP13A1	19	19p13.11
ZNF101	94039	94039	ZNF101	19	19p13.11
ZNF14	7561	7561	ZNF14	19	19p13.11
ZNF506	440515	440515	ZNF506	19	19p13.11
ZNF253	56242	56242	ZNF253	19	19p13.11
ZNF430	80264	80264	ZNF430	19	19p12
ZNF431	170959	170959	ZNF431	19	19p12
ZNF708	7562	7562	ZNF708	19	19p12
ZNF493	284443	284443	ZNF493	19	19p12
ZNF43	7594	7594	ZNF43	19	19p13.1-p12
ZNF91	7644	7644	ZNF91	19	19p12
ZNF675	171392	171392	ZNF675	19	19p12
RPSAP58	388524	388524	RPSAP58	19	19p12
UQCRFS1	7386	7386	UQCRFS1	19	19q12
POP4	10775	10775	POP4	19	19q12
PLEKHF1	79156	79156	PLEKHF1	19	19q12
C19orf12	83636	83636	C19orf12	19	19q12
CCNE1	898	898	CCNE1	19	19q12
URI1	8725	8725	URI1	19	19q12
ZNF507	22847	22847	ZNF507	19	19q13.11
DPY19L3	147991	147991	DPY19L3	19	19q13.11
PDCD5	9141	9141	PDCD5	19	19q13.11
ANKRD27	84079	84079	ANKRD27	19	19q13.11
NUDT19	390916	390916	NUDT19	19	19q13.11
SLC7A9	11136	11136	SLC7A9	19	19q13.1
CEP89	84902	84902	CEP89	19	19q13.11
FAAP24	91442	91442	FAAP24	19	19q13.11
RHPN2	85415	85415	RHPN2	19	19q13.11
GPATCH1	55094	55094	GPATCH1	19	19q13.11
LRP3	4037	4037	LRP3	19	19q13.11
CEBPA	1050	1050	CEBPA	19	19q13.1
CEBPG	1054	1054	CEBPG	19	19q13.11
PEPD	5184	5184	PEPD	19	19q13.11
KCTD15	79047	79047	KCTD15	19	19q13.11
LSM14A	26065	26065	LSM14A	19	19q13.11
KIAA0355	9710	9710	KIAA0355	19	19q13.11
GPI	2821	2821	GPI	19	19q13.1
PDCD2L	84306	84306	PDCD2L	19	19q13.11
UBA2	10054	10054	UBA2	19	19q12
WTIP	126374	126374	WTIP	19	19q13.11
ZNF302	55900	55900	ZNF302	19	19q13.11
ZNF181	339318	339318	ZNF181	19	19q13.11
GRAMD1A	57655	57655	GRAMD1A	19	19q13.13
FXYD3	5349	5349	FXYD3	19	19q13.12
FXYD1	5348	5348	FXYD1	19	19q13.1
FXYD5	53827	53827	FXYD5	19	19q13.12
LSR	51599	51599	LSR	19	19q13.12
USF2	7392	7392	USF2	19	19q13
CD22	933	933	CD22	19	19q13.1
FFAR2	2867	2867	FFAR2	19	19q13.1
TMEM147	10430	10430	TMEM147	19	19q13.1
HAUS5	23354	23354	HAUS5	19	19q13.12
RBM42	79171	79171	RBM42	19	19q13.12
COX6B1	1340	1340	COX6B1	19	19q13.1
IGFLR1	79713	79713	IGFLR1	19	19q13.12
U2AF1L4	199746	199746	U2AF1L4	19	19q13.12
LIN37	55957	55957	LIN37	19	19q13.1
PSENEN	55851	55851	PSENEN	19	19q13.12
HSPB6	126393	126393	HSPB6	19	19q13.12
ARHGAP33	115703	115703	ARHGAP33	19	19q13.12
NFKBID	84807	84807	NFKBID	19	19q13.12
HCST	10870	10870	HCST	19	19q13.1
TYROBP	7305	7305	TYROBP	19	19q13.12
LRFN3	79414	79414	LRFN3	19	19q13.12
SDHAF1	644096	644096	SDHAF1	19	19q13.12
ALKBH6	84964	84964	ALKBH6	19	19q13.12
CLIP3	25999	25999	CLIP3	19	19q13.12
THAP8	199745	199745	THAP8	19	19q13.12
POLR2I	5438	5438	POLR2I	19	19q12
TBCB	1155	1155	TBCB	19	19q13.11-q13.12
CAPNS1	826	826	CAPNS1	19	19q13.12
COX7A1	1346	1346	COX7A1	19	19q13.1
ZNF146	7705	7705	ZNF146	19	19q13.1
ZFP14	57677	57677	ZFP14	19	19q13.12
LOC728752	728752	728752	LOC728752	19	19q13.12
ZNF260	339324	339324	ZNF260	19	19q13.12
ZNF529	57711	57711	ZNF529	19	19q13.13
ZNF585A	199704	199704	ZNF585A	19	19q13.12
ZNF585B	92285	92285	ZNF585B	19	19q13.12
ZNF383	163087	163087	ZNF383	19	19q13.12
HKR1	284459	284459	HKR1	19	19q13.12
ZNF793	390927	390927	ZNF793	19	19q13.12
SIPA1L3	23094	23094	SIPA1L3	19	19q13.13
PPP1R14A	94274	94274	PPP1R14A	19	19q13.1
SPINT2	10653	10653	SPINT2	19	19q13.1
YIF1B	90522	90522	YIF1B	19	19q13.2
KCNK6	9424	9424	KCNK6	19	19q13.1
PSMD8	5714	5714	PSMD8	19	19q13.2
GGN	199720	199720	GGN	19	19q13.2
FAM98C	147965	147965	FAM98C	19	19q13.2
RASGRP4	115727	115727	RASGRP4	19	19q13.1
MAP4K1	11184	11184	MAP4K1	19	19q13.1-q13.4
EIF3K	27335	27335	EIF3K	19	19q13.2
ACTN4	81	81	ACTN4	19	19q13
CAPN12	147968	147968	CAPN12	19	19q13.2
LGALS4	3960	3960	LGALS4	19	19q13.2
ECH1	1891	1891	ECH1	19	19q13.1
HNRNPL	3191	3191	HNRNPL	19	19q13.2
RINL	126432	126432	RINL	19	19q13.2
SIRT2	22933	22933	SIRT2	19	19q13
NFKBIB	4793	4793	NFKBIB	19	19q13.1
SARS2	54938	54938	SARS2	19	19q13.2
MRPS12	6183	6183	MRPS12	19	19q13.1-q13.2
FBXO27	126433	126433	FBXO27	19	19q13.2
PAK4	10298	10298	PAK4	19	19q13.2
GMFG	9535	9535	GMFG	19	19q13.2
SAMD4B	55095	55095	SAMD4B	19	19q13.2
PAF1	54623	54623	PAF1	19	19q13.1
MED29	55588	55588	MED29	19	19q13.2
ZFP36	7538	7538	ZFP36	19	19q13.1
PLEKHG2	64857	64857	PLEKHG2	19	19q13.2
RPS16	6217	6217	RPS16	19	19q13.1
SUPT5H	6829	6829	SUPT5H	19	19q13.2
TIMM50	92609	92609	TIMM50	19	19q13.2
EID2	163126	163126	EID2	19	19q13.2
CLC	1178	1178	CLC	19	19q13.1
DYRK1B	9149	9149	DYRK1B	19	19q13.2
FBL	2091	2091	FBL	19	19q13.1
FCGBP	8857	8857	FCGBP	19	19q13.1
PSMC4	5704	5704	PSMC4	19	19q13.11-q13.13
ZNF780B	163131	163131	ZNF780B	19	19q13.2
ZNF780A	284323	284323	ZNF780A	19	19q13.2
MAP3K10	4294	4294	MAP3K10	19	19q13.2
AKT2	208	208	AKT2	19	19q13.1-q13.2
C19orf47	126526	126526	C19orf47	19	19q13.2
PLD3	23646	23646	PLD3	19	19q13.2
SERTAD1	29950	29950	SERTAD1	19	19q13.1-q13.2
SERTAD3	29946	29946	SERTAD3	19	19q13.2
BLVRB	645	645	BLVRB	19	19q13.1-q13.2
SHKBP1	92799	92799	SHKBP1	19	19q13.2
LTBP4	8425	8425	LTBP4	19	19q13.1-q13.2
NUMBL	9253	9253	NUMBL	19	19q13.2
ADCK4	79934	79934	ADCK4	19	19q13.2
ITPKC	80271	80271	ITPKC	19	19q13.1
C19orf54	284325	284325	C19orf54	19	19q13.2
SNRPA	6626	6626	SNRPA	19	19q13.1
RAB4B	53916	53916	RAB4B	19	19q13.2
EGLN2	112398	112398	EGLN2	19	19q13.2
CYP2B6	1555	1555	CYP2B6	19	19q13.2
CYP2S1	29785	29785	CYP2S1	19	19q13.1
AXL	558	558	AXL	19	19q13.1
HNRNPUL1	11100	11100	HNRNPUL1	19	19q13.2
CCDC97	90324	90324	CCDC97	19	19q13.2
TGFB1	7040	7040	TGFB1	19	19q13.1
B9D2	80776	80776	B9D2	19	19q13.2
BCKDHA	593	593	BCKDHA	19	19q13.1-q13.2
EXOSC5	56915	56915	EXOSC5	19	19q13.1
B3GNT8	374907	374907	B3GNT8	19	19q13.2
ATP5SL	55101	55101	ATP5SL	19	19q13.2
ERICH4	100170765	100170765	ERICH4	19	19q13.2
CEACAM5	1048	1048	CEACAM5	19	19q13.1-q13.2
CEACAM6	4680	4680	CEACAM6	19	19q13.2
RPS19	6223	6223	RPS19	19	19q13.2
CD79A	973	973	CD79A	19	19q13.2
ARHGEF1	9138	9138	ARHGEF1	19	19q13.13
RABAC1	10567	10567	RABAC1	19	19q13.2
ZNF574	64763	64763	ZNF574	19	19q13.2
POU2F2	5452	5452	POU2F2	19	19q13.2
DEDD2	162989	162989	DEDD2	19	19q13.2
ZNF526	116115	116115	ZNF526	19	19q13.2
GSK3A	2931	2931	GSK3A	19	19q13.2
ERF	2077	2077	ERF	19	19q13
CIC	23152	23152	CIC	19	19q13.2
PAFAH1B3	5050	5050	PAFAH1B3	19	19q13.1
MEGF8	1954	1954	MEGF8	19	19q12
CNFN	84518	84518	CNFN	19	19q13.2
LIPE	3991	3991	LIPE	19	19q13.2
CEACAM1	634	634	CEACAM1	19	19q13.2
PHLDB3	653583	653583	PHLDB3	19	19q13.31
ETHE1	23474	23474	ETHE1	19	19q13.31
XRCC1	7515	7515	XRCC1	19	19q13.2
IRGQ	126298	126298	IRGQ	19	19q13.31
ZNF576	79177	79177	ZNF576	19	19q13.31
ZNF428	126299	126299	ZNF428	19	19q13.31
PLAUR	5329	5329	PLAUR	19	19q13
SMG9	56006	56006	SMG9	19	19q13.31
KCNN4	3783	3783	KCNN4	19	19q13.2
ZNF45	7596	7596	ZNF45	19	19q13.2
ZNF155	7711	7711	ZNF155	19	19q13.31
ZNF224	7767	7767	ZNF224	19	19q13.2
ZNF234	10780	10780	ZNF234	19	19q13.31
ZNF226	7769	7769	ZNF226	19	19q13.2
ZNF227	7770	7770	ZNF227	19	None
ZNF180	7733	7733	ZNF180	19	19q13.2
CEACAM20	125931	125931	CEACAM20	19	19q13.31
IGSF23	147710	147710	IGSF23	19	19q13.31
PVR	5817	5817	PVR	19	19q13.2
CEACAM19	56971	56971	CEACAM19	19	19q13.31
BCL3	602	602	BCL3	19	19q13.32
CBLC	23624	23624	CBLC	19	19q13.2
BCAM	4059	4059	BCAM	19	19q13.2
NECTIN2	5819	5819	NECTIN2	19	19q13.2
TOMM40	10452	10452	TOMM40	19	19q13
APOE	348	348	APOE	19	19q13.2
APOC1	341	341	APOC1	19	19q13.2
APOC4-APOC2	100533990	100533990	APOC4-APOC2	19	19q
CLPTM1	1209	1209	CLPTM1	19	19q13.3
RELB	5971	5971	RELB	19	19q13.32
CLASRP	11129	11129	CLASRP	19	19q13.3
ZNF296	162979	162979	ZNF296	19	19q13.32
GEMIN7	79760	79760	GEMIN7	19	19q13.32
PPP1R37	284352	284352	PPP1R37	19	19q13.32
TRAPPC6A	79090	79090	TRAPPC6A	19	19q13.32
BLOC1S3	388552	388552	BLOC1S3	19	19q13.32
EXOC3L2	90332	90332	EXOC3L2	19	19q13.32
MARK4	57787	57787	MARK4	19	19q13.3
ERCC2	2068	2068	ERCC2	19	19q13.3
PPP1R13L	10848	10848	PPP1R13L	19	19q13.32
ERCC1	2067	2067	ERCC1	19	19q13.32
RTN2	6253	6253	RTN2	19	19q13.32
VASP	7408	7408	VASP	19	19q13.32
OPA3	80207	80207	OPA3	19	19q13.32
EML2	24139	24139	EML2	19	19q13.32
SNRPD2	6633	6633	SNRPD2	19	19q13.2
QPCTL	54814	54814	QPCTL	19	19q13.32
FBXO46	23403	23403	FBXO46	19	19q13.3
SIX5	147912	147912	SIX5	19	19q13.32
DMPK	1760	1760	DMPK	19	19q13.3
DMWD	1762	1762	DMWD	19	19q13.3
SYMPK	8189	8189	SYMPK	19	19q13.3
FOXA3	3171	3171	FOXA3	19	19q13.32
IRF2BP1	26145	26145	IRF2BP1	19	19q13.32
MYPOP	339344	339344	MYPOP	19	19q13.32
CCDC61	729440	729440	CCDC61	19	19q13.32
PPP5C	5536	5536	PPP5C	19	19q13.3
CALM3	808	808	CALM3	19	19q13.2-q13.3
PRKD2	25865	25865	PRKD2	19	19q13.3
STRN4	29888	29888	STRN4	19	19q13.2
FKRP	79147	79147	FKRP	19	19q13.32
SLC1A5	6510	6510	SLC1A5	19	19q13.3
AP2S1	1175	1175	AP2S1	19	19q13.32
ARHGAP35	2909	2909	ARHGAP35	19	19q13.3
TMEM160	54958	54958	TMEM160	19	19q13.32
ZC3H4	23211	23211	ZC3H4	19	19q13.32
SAE1	10055	10055	SAE1	19	19q13.32
BBC3	27113	27113	BBC3	19	19q13.32
CCDC9	26093	26093	CCDC9	19	19q13.32
INAFM1	255783	255783	INAFM1	19	19q13.32
C5AR1	728	728	C5AR1	19	19q13.32
DHX34	9704	9704	DHX34	19	19q13.3
KPTN	11133	11133	KPTN	19	19q13.32
NAPA	8775	8775	NAPA	19	19q13.33
GLTSCR1	29998	29998	GLTSCR1	19	19q13.3
EHD2	30846	30846	EHD2	19	19q13.3
GLTSCR2	29997	29997	GLTSCR2	19	19q13.3
SEPW1	6415	6415	SEPW1	19	19q13.3
SULT2A1	6822	6822	SULT2A1	19	19q13.3
PLA2G4C	8605	8605	PLA2G4C	19	19q13.3
LIG1	3978	3978	LIG1	19	19q13.33
C19orf68	374920	374920	C19orf68	19	19q13.33
CARD8	22900	22900	CARD8	19	19q13.33
EMP3	2014	2014	EMP3	19	19q13.3
TMEM143	55260	55260	TMEM143	19	19q13.33
KDELR1	10945	10945	KDELR1	19	19q13.3
GRWD1	83743	83743	GRWD1	19	19q13.33
CYTH2	9266	9266	CYTH2	19	19q13.33
SULT2B1	6820	6820	SULT2B1	19	19q13.3
FAM83E	54854	54854	FAM83E	19	19q13.33
SPACA4	171169	171169	SPACA4	19	19q13.33
RPL18	6141	6141	RPL18	19	19q13
SPHK2	56848	56848	SPHK2	19	19q13.2
DBP	1628	1628	DBP	19	19q13.3
CA11	770	770	CA11	19	19q13.3
FUT2	2524	2524	FUT2	19	19q13.3
RASIP1	54922	54922	RASIP1	19	19q13.33
BCAT2	587	587	BCAT2	19	19q13
HSD17B14	51171	51171	HSD17B14	19	19q13.33
PLEKHA4	57664	57664	PLEKHA4	19	19q13.33
PPP1R15A	23645	23645	PPP1R15A	19	19q13.2
NUCB1	4924	4924	NUCB1	19	19q13.33
DHDH	27294	27294	DHDH	19	19q13.3
BAX	581	581	BAX	19	19q13.3-q13.4
FTL	2512	2512	FTL	19	19q13.33
GYS1	2997	2997	GYS1	19	19q13.3
RUVBL2	10856	10856	RUVBL2	19	19q13.3
SNRNP70	6625	6625	SNRNP70	19	19q13.3
LIN7B	64130	64130	LIN7B	19	19q13.3
PPFIA3	8541	8541	PPFIA3	19	19q13.33
TRPM4	54795	54795	TRPM4	19	19q13.33
CD37	951	951	CD37	19	19q13.3
TEAD2	8463	8463	TEAD2	19	19q13.3
PIH1D1	55011	55011	PIH1D1	19	19q13.33
ALDH16A1	126133	126133	ALDH16A1	19	19q13.33
FLT3LG	2323	2323	FLT3LG	19	19q13.3
RPL13A	23521	23521	RPL13A	19	19q13.3
RPS11	6205	6205	RPS11	19	19q13.3
SNORD35B	84546	84546	SNORD35B	19	19q13.3
FCGRT	2217	2217	FCGRT	19	19q13.3
RCN3	57333	57333	RCN3	19	19q13.33
NOSIP	51070	51070	NOSIP	19	19q13.33
PRRG2	5639	5639	PRRG2	19	19q13.33
PRR12	57479	57479	PRR12	19	19q13.33
RRAS	6237	6237	RRAS	19	19q13.33
SCAF1	58506	58506	SCAF1	19	19q13.3-q13.4
IRF3	3661	3661	IRF3	19	19q13.33
BCL2L12	83596	83596	BCL2L12	19	19q13.3
PRMT1	3276	3276	PRMT1	19	19q13.3
AP2A1	160	160	AP2A1	19	19q13.33
FUZ	80199	80199	FUZ	19	19q13.33
MED25	81857	81857	MED25	19	19q13.3
PTOV1	53635	53635	PTOV1	19	19q13.33
PNKP	11284	11284	PNKP	19	19q13.33
AKT1S1	84335	84335	AKT1S1	19	19q13.33
TBC1D17	79735	79735	TBC1D17	19	19q13.33
NUP62	23636	23636	NUP62	19	19q13.33
ATF5	22809	22809	ATF5	19	19q13.3
VRK3	51231	51231	VRK3	19	19q13
ZNF473	25888	25888	ZNF473	19	19q13.33
MYH14	79784	79784	MYH14	19	19q13.33
NR1H2	7376	7376	NR1H2	19	19q13.3
NAPSB	256236	256236	NAPSB	19	19q13.33
NAPSA	9476	9476	NAPSA	19	19q13.33
POLD1	5424	5424	POLD1	19	19q13.3
SPIB	6689	6689	SPIB	19	19q13.33
EMC10	284361	284361	EMC10	19	19q13.33
JOSD2	126119	126119	JOSD2	19	19q13.33
CLEC11A	6320	6320	CLEC11A	19	19q13.3
C19orf48	84798	84798	C19orf48	19	19q13.33
KLK1	3816	3816	KLK1	19	19q13.3
KLK12	43849	43849	KLK12	19	19q13.33
CTU1	90353	90353	CTU1	19	19q13.41
SIGLEC7	27036	27036	SIGLEC7	19	19q13.3
ETFB	2109	2109	ETFB	19	19q13.3
NKG7	4818	4818	NKG7	19	19q13.41
SIGLEC10	89790	89790	SIGLEC10	19	19q13.3
SIGLEC12	89858	89858	SIGLEC12	19	19q13.4
ZNF175	7728	7728	ZNF175	19	19q13.4
FPR3	2359	2359	FPR3	19	19q13.41
ZNF577	84765	84765	ZNF577	19	19q13.41
ZNF649	65251	65251	ZNF649	19	19q13.41
ZNF613	79898	79898	ZNF613	19	19q13.41
ZNF350	59348	59348	ZNF350	19	19q13.41
ZNF615	284370	284370	ZNF615	19	19q13.41
ZNF841	284371	284371	ZNF841	19	19q13.41
ZNF616	90317	90317	ZNF616	19	19q13.41
PPP2R1A	5518	5518	PPP2R1A	19	19q13.41
ZNF766	90321	90321	ZNF766	19	19q13.41
ZNF480	147657	147657	ZNF480	19	19q13.41
ZNF880	400713	400713	ZNF880	19	19q13.41
ZNF528	84436	84436	ZNF528	19	19q13
ZNF808	388558	388558	ZNF808	19	19q13.41
ZNF137P	7696	7696	ZNF137P	19	19q13.4
ZNF83	55769	55769	ZNF83	19	19q13.3
ZNF600	162966	162966	ZNF600	19	19q13.41
ZNF28	7576	7576	ZNF28	19	19q13.41
ZNF468	90333	90333	ZNF468	19	19q13.41
ZNF320	162967	162967	ZNF320	19	19q13.41
ZNF816	125893	125893	ZNF816	19	19q13.41
ZNF160	90338	90338	ZNF160	19	19q13.42
ZNF347	84671	84671	ZNF347	19	19q13.42
ZNF845	91664	91664	ZNF845	19	19q13.42
ZNF525	170958	170958	ZNF525	19	19q13.42
ZNF761	388561	388561	ZNF761	19	19q13.42
ZNF331	55422	55422	ZNF331	19	19q13.42
MYADM	91663	91663	MYADM	19	19q13.42
NDUFA3	4696	4696	NDUFA3	19	19q13.42
TFPT	29844	29844	TFPT	19	19q13
PRPF31	26121	26121	PRPF31	19	19q13.42
CNOT3	4849	4849	CNOT3	19	19q13.4
LENG1	79165	79165	LENG1	19	19q13.4
TMC4	147798	147798	TMC4	19	19q13.42
MBOAT7	79143	79143	MBOAT7	19	19q13.4
TSEN34	79042	79042	TSEN34	19	19q13.4
RPS9	6203	6203	RPS9	19	19q13.4
LILRB2	10288	10288	LILRB2	19	19q13.4
LILRB5	10990	10990	LILRB5	19	19q13.4
LAIR1	3903	3903	LAIR1	19	19q13.4
LENG8	114823	114823	LENG8	19	19q13.42
LENG9	94059	94059	LENG9	19	19q13.42
CDC42EP5	148170	148170	CDC42EP5	19	19q13.42
LILRB1	10859	10859	LILRB1	19	19q13.4
LILRB4	11006	11006	LILRB4	19	19q13.4
RDH13	112724	112724	RDH13	19	19q13.42
EPS8L1	54869	54869	EPS8L1	19	19q13.42
PPP1R12C	54776	54776	PPP1R12C	19	19q13.42
PTPRH	5794	5794	PTPRH	19	19q13.4
TMEM86B	255043	255043	TMEM86B	19	19q13.42
PPP6R1	22870	22870	PPP6R1	19	19q13.42
HSPBP1	23640	23640	HSPBP1	19	19q13.42
TMEM150B	284417	284417	TMEM150B	19	19q13.42
KMT5C	84787	84787	KMT5C	19	19q13.42
TMEM238	388564	388564	TMEM238	19	19q13.42
RPL28	6158	6158	RPL28	19	19q13.4
UBE2S	27338	27338	UBE2S	19	19q13.43
ISOC2	79763	79763	ISOC2	19	19q13.42
NAT14	57106	57106	NAT14	19	19q13.42
ZNF579	163033	163033	ZNF579	19	19q13.42
FIZ1	84922	84922	FIZ1	19	19q13.42
ZNF524	147807	147807	ZNF524	19	19q13.42
ZNF865	100507290	100507290	ZNF865	19	19q13.42
ZNF784	147808	147808	ZNF784	19	19q13.42
ZNF580	51157	51157	ZNF580	19	19q13.42
CCDC106	29903	29903	CCDC106	19	19q13.42
U2AF2	11338	11338	U2AF2	19	19q13.42
EPN1	29924	29924	EPN1	19	19q13.42
ZNF787	126208	126208	ZNF787	19	19q13.43
ZNF444	55311	55311	ZNF444	19	19q13.43
ZNF542P	147947	147947	ZNF542P	19	19q13.43
ZNF264	9422	9422	ZNF264	19	19q13.4
ZNF805	390980	390980	ZNF805	19	19q13.43
ZNF304	57343	57343	ZNF304	19	19q13.4
ZNF548	147694	147694	ZNF548	19	19q13.43
ZNF419	79744	79744	ZNF419	19	19q13.43
ZNF549	256051	256051	ZNF549	19	19q13.43
ZNF416	55659	55659	ZNF416	19	19q13.4
ZNF134	7693	7693	ZNF134	19	19q13.4
ZNF211	10520	10520	ZNF211	19	19q13.4
ZNF776	284309	284309	ZNF776	19	19q13.43
ZNF671	79891	79891	ZNF671	19	19q13.43
ZNF587B	100293516	100293516	ZNF587B	19	None
ZNF586	54807	54807	ZNF586	19	19q13.43
ZNF552	79818	79818	ZNF552	19	19q13.43
FKBP1AP1	2282	2282	FKBP1AP1	19	19q13.43
ZNF814	730051	730051	ZNF814	19	19q13.43
ZNF587	84914	84914	ZNF587	19	19q13.43
ZNF417	147687	147687	ZNF417	19	19q13.43
ZNF256	10172	10172	ZNF256	19	19q13.43
ZNF606	80095	80095	ZNF606	19	19q13.4
LOC100128398	100128398	100128398	LOC100128398	19	19q13.43
ZSCAN18	65982	65982	ZSCAN18	19	19q13.43
ZNF329	79673	79673	ZNF329	19	19q13.43
ZNF274	10782	10782	ZNF274	19	19qter
ZNF544	27300	27300	ZNF544	19	19q13.43
ZNF8	7554	7554	ZNF8	19	19q13.43
ERVK3-1	100506584	100507739	ERVK3-1	19	None
ZSCAN22	342945	342945	ZSCAN22	19	19q13.43
RPS5	6193	6193	RPS5	19	19q13.4
ZNF584	201514	201514	ZNF584	19	19q13.43
ZNF324	25799	25799	ZNF324	19	19q13.43
ZNF446	55663	55663	ZNF446	19	19q13.43
ZBTB45	84878	84878	ZBTB45	19	19q13.43
TRIM28	10155	10155	TRIM28	19	19q13.4
CHMP2A	27243	27243	CHMP2A	19	19q
UBE2M	9040	9040	UBE2M	19	19q13.43
MZF1	7593	7593	MZF1	19	19q13.4
C20orf96	140680	140680	C20orf96	20	20p13
ZCCHC3	85364	85364	ZCCHC3	20	20p13
SOX12	6666	6666	SOX12	20	20p13
NRSN2	80023	80023	NRSN2	20	20p13
TRIB3	57761	57761	TRIB3	20	20p13-p12.2
RBCK1	10616	10616	RBCK1	20	20p13
TBC1D20	128637	128637	TBC1D20	20	20p13
CSNK2A1	1457	1457	CSNK2A1	20	20p13
SRXN1	140809	140809	SRXN1	20	20p13
SLC52A3	113278	113278	SLC52A3	20	20p13
FAM110A	83541	83541	FAM110A	20	20p13
PSMF1	9491	9491	PSMF1	20	20p13
TMEM74B	55321	55321	TMEM74B	20	20p13
SDCBP2	27111	27111	SDCBP2	20	20p13
FKBP1A	2280	2280	FKBP1A	20	20p13
NSFL1C	55968	55968	NSFL1C	20	20p13
SIRPG	55423	55423	SIRPG	20	20p13
SIRPA	140885	140885	SIRPA	20	20p13
STK35	140901	140901	STK35	20	20p13
SNRPB	6628	6628	SNRPB	20	20p13
ZNF343	79175	79175	ZNF343	20	20p13
NOP56	10528	10528	NOP56	20	20p13
IDH3B	3420	3420	IDH3B	20	20p13
EBF4	57593	57593	EBF4	20	20p13
CPXM1	56265	56265	CPXM1	20	20p13
PCED1A	64773	64773	PCED1A	20	20p13
VPS16	64601	64601	VPS16	20	20p13
PTPRA	5786	5786	PTPRA	20	20p13
MRPS26	64949	64949	MRPS26	20	20p13
UBOX5	22888	22888	UBOX5	20	20p13
DDRGK1	65992	65992	DDRGK1	20	20p13
ITPA	3704	3704	ITPA	20	20p
ATRN	8455	8455	ATRN	20	20p13
SIGLEC1	6614	6614	SIGLEC1	20	20p13
C20orf27	54976	54976	C20orf27	20	20p13
CENPB	1059	1059	CENPB	20	20p13
CDC25B	994	994	CDC25B	20	20p13
